,department_Research & Development,department_Sales,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
3293,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,4,0,2,3,4,3,3,1,53,24,133200,3,11,11,2,4,1,2,7,0
3294,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,1,4,3,2,3,3,1,32,1,27430,1,19,1,2,1,0,0,7,1
3295,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,4,3,4,3,4,0,26,18,108800,1,23,7,5,7,5,7,6,0
3296,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2,1,3,2,3,3,1,55,23,23420,5,11,8,2,4,1,2,7,0
3297,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,2,4,4,1,3,1,34,28,176500,1,19,15,6,15,4,13,7,0
3298,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,1,3,4,4,2,3,1,60,17,40250,3,13,19,5,1,0,0,5,0
3299,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,3,0,2,3,2,3,3,1,33,3,97250,1,11,14,0,14,2,13,7,0
3300,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,3,2,4,3,3,2,37,13,119040,1,12,6,4,6,1,3,6,0
3301,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,3,4,3,3,1,34,7,21770,1,13,10,5,10,8,7,6,0
3302,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,3,3,4,3,3,1,23,12,75250,1,14,3,2,3,0,2,8,1
3303,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,3,3,4,4,3,1,44,1,48340,1,14,9,1,8,6,7,8,0
3304,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,3,0,1,4,4,3,3,2,35,13,20420,0,16,6,2,5,1,4,7,0
3305,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,2,0,4,3,4,1,3,1,43,25,22200,1,11,10,2,10,8,8,7,0
3306,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,3,0,3,3,3,3,3,1,24,6,10520,1,13,5,3,5,0,4,6,0
3307,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,4,3,3,3,3,1,41,6,28210,1,17,10,3,10,8,7,6,0
3308,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,1,4,3,3,3,3,1,29,2,192370,9,11,9,2,5,1,2,7,0
3309,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,1,3,2,4,1,3,1,36,1,41070,3,11,17,2,13,6,7,5,0
3310,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,3,2,3,2,3,0,45,2,83960,3,15,25,3,23,14,4,5,0
3311,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,4,3,3,2,3,1,24,6,20070,1,12,1,2,1,0,0,6,1
3312,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,2,3,1,3,3,3,2,47,1,196270,7,11,25,1,23,14,10,6,1
3313,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,4,4,3,3,3,1,26,9,106860,1,14,3,2,3,0,2,7,0
3314,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,1,4,3,2,3,4,1,45,1,29420,1,22,21,4,21,8,6,6,0
3315,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,1,2,3,3,3,2,32,1,88580,6,16,10,2,5,1,3,6,0
3316,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,2,4,3,3,3,1,31,14,167560,1,11,6,5,5,0,3,6,0
3317,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,2,3,3,2,1,3,0,41,2,107980,0,14,10,5,3,1,2,7,0
3318,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,4,1,2,3,1,24,3,14160,1,15,6,3,6,1,2,5,0
3319,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,4,0,3,3,2,2,3,1,46,6,46150,6,12,19,3,10,0,9,7,0
3320,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1,1,4,3,3,3,4,1,35,8,24610,2,20,17,4,7,0,7,7,0
3321,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1,1,2,2,4,3,3,1,30,9,87220,1,17,10,3,10,0,8,6,0
3322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,3,1,2,3,3,0,47,3,39550,7,12,4,5,1,0,0,7,0
3323,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,2,1,3,2,3,3,1,32,26,88230,6,13,10,3,0,0,0,6,1
3324,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,3,2,3,1,2,3,3,1,23,6,103220,1,14,3,2,3,1,2,5,0
3325,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,1,4,2,4,3,3,2,31,3,46210,2,18,9,3,5,1,4,6,0
3326,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,1,2,4,1,3,2,3,1,32,6,36600,3,11,10,0,4,0,2,7,0
3327,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3,1,2,2,2,2,3,1,40,6,104820,1,11,21,6,21,12,8,7,0
3328,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,4,1,0,3,4,3,3,3,1,45,19,71190,4,15,9,2,5,0,3,7,0
3329,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,4,3,1,3,3,2,30,9,95820,0,12,10,2,9,0,7,5,0
3330,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,1,1,1,3,4,3,3,2,24,3,45080,0,11,3,5,2,2,1,5,0
3331,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,3,2,4,3,3,2,30,10,22070,6,14,6,4,4,1,2,6,1
3332,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,3,2,1,3,3,4,3,1,31,3,77560,1,15,6,3,5,0,2,7,0
3333,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,1,3,2,4,2,3,1,27,3,66940,1,13,6,2,6,1,4,5,0
3334,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,5,0,2,3,2,3,3,1,29,4,36910,1,13,2,3,2,2,2,6,1
3335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,4,4,3,3,4,2,29,8,23770,8,21,10,2,3,0,2,8,0
3336,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,3,3,1,3,3,1,30,7,23130,2,11,12,5,7,1,7,7,0
3337,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,1,4,2,2,3,3,0,33,2,25960,8,14,13,4,11,1,7,7,0
3338,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,1,4,4,4,3,3,1,49,3,47280,3,11,8,4,5,0,4,7,0
3339,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,0,1,2,1,1,3,1,33,10,43020,2,13,11,3,0,0,0,7,1
3340,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,3,2,2,3,3,2,38,28,29790,4,12,9,3,6,0,5,7,0
3341,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,2,2,1,3,3,3,3,1,31,9,168850,2,14,10,2,1,0,0,5,1
3342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,4,3,1,3,3,1,29,3,55930,1,13,1,3,1,0,0,6,0
3343,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,3,3,3,3,3,1,30,2,104450,3,18,10,3,7,1,7,6,0
3344,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,2,3,2,3,3,0,32,10,87400,2,11,12,2,7,0,7,5,0
3345,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,3,4,2,3,1,38,8,25140,3,11,15,2,1,1,0,8,0
3346,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4,3,1,3,3,3,3,3,2,43,1,76550,9,12,6,3,1,0,0,8,1
3347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,2,3,3,1,42,1,174650,8,13,7,3,5,0,4,6,0
3348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,3,3,1,3,4,1,55,3,73510,8,20,34,3,1,0,0,7,0
3349,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,4,2,2,3,3,0,33,14,108200,5,12,11,2,9,1,7,6,0
3350,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,3,3,1,3,3,1,41,5,121690,1,19,5,2,5,0,4,6,0
3351,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,4,3,3,2,4,0,34,7,196260,1,21,15,5,15,0,7,7,0
3352,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,2,1,2,3,4,3,0,53,10,20700,4,13,27,2,3,0,2,7,0
3353,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,2,3,4,3,3,1,43,16,67820,0,16,10,2,9,1,8,5,0
3354,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,1,4,3,4,3,3,1,34,10,77790,5,12,6,2,2,2,2,7,0
3355,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,0,2,3,2,4,3,1,21,1,27910,1,14,1,3,1,1,0,6,1
3356,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,4,3,3,2,3,1,38,8,32010,1,11,5,3,5,0,4,6,0
3357,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,4,0,3,3,1,3,3,1,22,1,49680,1,14,1,3,1,0,0,8,1
3358,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,5,2,1,3,4,2,3,1,31,8,131200,1,12,13,6,12,5,7,6,0
3359,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,1,3,3,3,3,1,51,1,40330,2,14,15,2,2,2,2,6,0
3360,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,3,2,3,2,2,3,1,37,24,32910,1,16,5,2,5,0,3,7,0
3361,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,3,2,2,3,3,1,37,19,27030,2,14,19,2,10,4,7,5,0
3362,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,2,1,3,3,4,3,4,1,35,15,19040,1,22,10,4,10,7,7,8,1
3363,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,5,2,0,4,3,1,3,3,1,33,8,82240,6,19,14,3,10,7,6,7,0
3364,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,3,4,4,3,3,1,28,9,47660,1,12,5,3,5,0,3,7,0
3365,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,3,3,3,2,3,1,39,3,26100,7,12,9,2,4,2,2,6,0
3366,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,0,2,3,2,3,3,0,46,9,57310,8,17,6,2,2,2,2,6,0
3367,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,1,3,2,1,3,3,1,40,2,25390,4,12,7,3,4,0,2,6,0
3368,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,2,0,2,2,1,3,3,1,42,7,57140,5,11,10,2,0,0,0,6,0
3369,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,3,4,3,3,0,35,10,43230,2,18,15,3,7,1,7,6,0
3370,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,0,1,3,2,3,3,0,38,6,73360,5,11,13,3,11,3,8,7,0
3371,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,4,2,1,4,4,2,34,2,134990,4,23,11,2,7,0,7,7,1
3372,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,1,4,1,1,3,3,1,37,24,137580,1,11,10,5,10,0,8,5,1
3373,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,4,2,3,2,39,2,51550,2,18,7,3,2,2,2,5,0
3374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,1,2,3,3,3,0,43,8,22580,4,18,7,2,3,1,2,6,0
3375,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,3,1,2,1,2,1,3,1,41,3,35970,3,13,11,2,3,1,2,7,0
3376,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,1,3,3,3,3,1,30,26,44200,9,11,9,3,7,0,2,6,0
3377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,2,4,3,2,2,3,1,26,2,65780,0,15,6,3,5,1,4,8,1
3378,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,1,4,4,2,3,3,1,46,10,44220,4,11,13,2,9,3,7,7,1
3379,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,3,3,4,3,3,1,40,27,102740,4,18,12,3,5,0,3,6,0
3380,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,2,0,2,3,3,2,3,1,34,2,53430,1,14,10,5,10,4,8,7,0
3381,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,1,2,2,2,3,3,0,58,2,23760,4,12,37,3,16,14,14,6,0
3382,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,2,4,3,2,3,1,35,8,53460,0,14,6,3,5,0,3,6,0
3383,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,1,2,3,1,3,3,1,40,1,199430,2,13,15,3,7,7,7,6,0
3384,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,4,2,4,2,3,1,54,27,31310,4,14,14,3,7,1,7,6,0
3385,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,3,0,1,3,1,3,3,2,31,8,25520,2,18,9,2,3,2,2,6,0
3386,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0,3,3,1,3,3,1,28,1,44770,1,15,3,6,3,1,2,7,0
3387,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,2,4,1,3,1,38,19,64740,2,13,20,3,4,0,3,8,0
3388,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,3,4,2,3,1,26,8,30330,1,12,5,2,5,1,2,5,0
3389,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,2,2,1,3,3,4,0,18,2,186060,1,24,0,4,0,0,0,6,0
3390,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,3,1,4,3,1,3,3,1,31,2,21680,0,14,2,2,1,0,0,5,1
3391,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,3,1,2,3,1,29,8,28530,4,14,4,5,2,2,0,8,1
3392,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,1,0,3,4,3,2,3,0,45,1,170480,4,15,10,3,8,5,7,6,0
3393,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,1,3,4,3,4,2,43,8,36000,1,23,7,2,7,7,7,6,0
3394,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,4,4,4,3,3,2,29,6,41150,1,11,11,1,11,3,10,7,0
3395,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,4,0,4,4,4,3,3,2,32,9,43270,8,13,4,4,0,0,0,7,0
3396,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,3,2,3,3,3,0,42,11,178560,3,18,10,2,6,3,3,6,0
3397,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,1,2,3,3,2,3,1,47,2,31960,4,14,7,3,2,2,0,5,0
3398,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,2,4,3,4,1,46,1,190810,3,21,12,2,9,4,7,6,0
3399,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,3,3,4,2,3,0,28,7,89660,1,16,3,3,3,2,2,7,0
3400,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,4,3,3,3,3,1,29,16,22100,8,11,11,4,7,1,6,7,0
3401,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,4,3,3,3,3,1,42,2,45390,4,17,8,5,0,0,0,6,0
3402,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,3,1,3,3,1,46,23,34910,2,14,25,0,19,2,8,7,0
3403,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,5,2,2,3,3,4,3,1,27,2,45410,1,14,9,4,9,5,8,6,0
3404,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,3,1,4,3,2,3,4,1,29,1,26780,1,25,1,3,1,0,0,7,0
3405,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1,2,1,3,3,2,3,1,43,1,73790,7,13,21,3,16,6,14,6,0
3406,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,4,3,2,2,3,1,48,2,62720,4,14,29,3,22,12,9,5,0
3407,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,4,2,4,2,3,2,29,13,52200,1,17,1,3,1,1,0,7,1
3408,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,3,3,2,4,4,1,46,4,27430,5,25,14,1,8,0,7,7,1
3409,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,2,4,2,1,3,4,2,27,16,49980,0,20,8,3,7,7,3,7,0
3410,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1,4,3,4,3,3,1,39,2,102520,8,13,7,3,2,2,2,6,0
3411,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,2,4,4,3,3,1,55,2,27810,8,13,19,2,5,0,4,5,0
3412,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,1,2,3,2,4,3,1,28,29,68520,1,18,1,2,1,0,0,6,0
3413,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,2,2,2,4,3,3,1,30,12,49500,1,12,1,3,1,0,0,7,1
3414,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,1,2,3,3,2,3,1,36,11,131910,1,14,10,2,10,1,7,8,0
3415,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,2,3,3,3,3,1,31,2,103770,1,14,10,2,10,0,2,6,0
3416,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,3,3,4,3,3,1,34,14,22350,2,14,9,2,5,1,0,7,0
3417,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,4,3,1,2,3,1,29,5,105020,3,12,11,4,3,1,2,6,0
3418,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,4,3,1,4,3,1,37,7,20110,5,13,16,4,5,0,4,8,0
3419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,2,2,4,2,3,1,45,3,37600,0,14,10,2,9,3,8,7,0
3420,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,1,2,2,4,1,3,2,36,5,177790,1,17,10,5,10,0,8,6,0
3421,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,1,3,4,3,3,1,40,3,68330,2,13,22,3,19,11,16,6,0
3422,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,2,2,3,2,3,1,26,26,68120,1,13,1,2,1,1,0,8,0
3423,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,2,1,1,2,3,2,4,1,27,4,51710,0,20,9,1,8,0,7,7,0
3424,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,4,3,4,4,3,2,48,2,197400,3,14,24,2,22,4,7,6,0
3425,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,4,1,2,3,1,3,3,1,44,1,187110,2,12,10,0,2,2,2,6,0
3426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,0,1,3,4,3,4,1,56,1,25590,1,21,5,3,4,1,0,6,1
3427,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1,2,3,3,1,36,13,25170,2,14,12,3,4,1,3,7,0
3428,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,3,3,2,3,3,1,41,5,66230,5,18,14,3,5,1,4,6,0
3429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,1,3,4,1,3,3,1,42,7,182650,9,12,18,4,13,5,7,7,0
3430,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,3,3,4,2,4,1,31,9,161240,2,23,8,2,5,1,4,7,0
3431,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,1,2,3,4,4,1,31,25,182130,8,21,4,3,2,2,2,6,0
3432,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,3,3,4,4,3,2,26,16,83800,0,14,8,3,7,7,7,5,0
3433,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,2,3,3,3,3,2,45,8,29940,4,18,12,2,4,0,3,7,0
3434,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,1,2,2,3,3,3,1,33,1,12230,1,13,10,3,10,0,9,5,0
3435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,2,0,3,3,1,3,3,2,29,2,28750,1,11,1,3,1,0,0,6,1
3436,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,1,1,3,3,3,3,0,39,8,188240,6,19,10,4,3,1,2,6,0
3437,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,1,2,2,2,3,3,1,27,3,135770,1,12,6,2,5,1,2,6,0
3438,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,3,3,3,4,3,3,2,34,9,26250,1,12,16,4,15,6,11,8,0
3439,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1,1,4,3,3,3,3,1,28,25,187890,3,16,6,4,2,2,2,8,1
3440,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,3,4,2,3,3,0,47,1,45380,8,11,16,3,8,1,7,5,0
3441,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,0,4,3,1,3,3,1,56,4,198470,4,14,6,6,0,0,0,7,0
3442,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,3,1,3,3,1,39,1,105120,1,12,10,2,10,7,9,6,0
3443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,4,4,3,4,1,38,3,44900,2,21,10,1,5,0,3,7,0
3444,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,2,1,2,3,4,2,3,2,49,11,35060,3,11,28,4,5,4,3,5,0
3445,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,3,4,3,3,1,42,1,23720,3,12,14,3,0,0,0,8,0
3446,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,4,1,1,3,2,3,3,2,27,8,102310,1,13,1,2,1,0,0,5,1
3447,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,1,3,3,1,35,25,54100,0,18,6,4,5,0,4,6,0
3448,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,2,3,2,3,3,3,0,28,21,79780,1,16,5,2,5,1,4,6,0
3449,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2,2,1,3,2,1,3,0,36,1,28380,1,19,5,5,5,0,2,6,0
3450,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,2,4,3,3,1,34,2,46950,1,16,14,2,14,2,1,5,0
3451,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,4,2,3,2,3,1,34,19,33390,1,16,9,2,8,1,1,6,0
3452,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,3,2,1,4,3,1,26,2,20800,0,13,8,6,7,7,6,6,0
3453,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,2,0,1,2,1,4,4,1,29,2,20960,0,22,6,2,5,0,2,7,0
3454,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,3,3,4,4,3,0,32,3,62090,5,17,9,5,5,1,2,6,0
3455,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,2,1,4,3,1,3,3,2,31,25,180610,1,14,10,2,10,8,7,6,0
3456,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,2,4,2,3,1,28,7,171230,5,15,6,2,4,0,3,6,1
3457,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,3,0,1,2,1,2,3,1,38,9,23720,4,12,20,3,1,0,0,6,0
3458,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,1,3,3,4,1,3,1,35,5,48830,1,18,10,1,10,0,9,8,0
